Car_Name,Year,Selling_Price,Present_Price,Kms_Driven,Fuel_Type,Seller_Type,Transmission,Owner
Hyundai Elite i20,2012,0.55,9.76,189403,Petrol,Individual,Automatic,1
Tata Hexa,2008,0.2,3.66,144448,CNG,Dealer,Manual,0
Mahindra XUV300,2023,8.37,9.92,17025,Petrol,Individual,Manual,0
Maruti Dzire,2016,1.11,5.87,79955,Petrol,Dealer,Manual,0
Maruti Dzire,2022,3.78,5.65,27211,Diesel,Dealer,Manual,3
Tata Nexon,2024,17.47,17.55,3418,Petrol,Dealer,Manual,0
Hyundai Xcent,2021,4.28,7.06,21115,Petrol,Dealer,Manual,1
Honda Amaze,2016,1.35,7.53,106064,Petrol,Individual,Automatic,1
Tata Tigor,2014,2.88,15.61,132526,CNG,Dealer,Automatic,0
Maruti Alto,2010,0.38,10.3,205796,Diesel,Dealer,Automatic,3
Mahindra Thar,2024,10.07,10.03,500,Petrol,Dealer,Manual,1
Tata Bolt,2023,14.55,18.91,2546,Petrol,Dealer,Automatic,3
Renault Triber,2021,6.01,10.02,31758,Petrol,Dealer,Manual,0
Chevrolet Enjoy,2022,8.48,13.79,33075,Diesel,Individual,Manual,1
Toyota Etios,2008,0.28,10.72,293675,CNG,Dealer,Manual,1
Hyundai i20,2016,3.61,13.42,82926,Diesel,Dealer,Manual,1
Tata Nexon,2022,6.45,11.09,30947,CNG,Dealer,Automatic,1
Mahindra Bolero,2011,0.6,7.13,175359,CNG,Dealer,Manual,0
Toyota Yaris,2006,0.48,14.22,246918,CNG,Dealer,Manual,0
Skoda Kodiaq,2019,9.09,22.33,64959,Petrol,Individual,Manual,0
BMW 7 Series,2021,42.84,61.96,45968,Diesel,Dealer,Automatic,1
Hyundai Elite i20,2013,0.93,5.69,119070,Diesel,Individual,Manual,0
Volkswagen Polo,2009,0.32,6.71,127594,CNG,Individual,Manual,3
Honda Amaze,2007,0.82,21.27,224415,CNG,Individual,Automatic,0
Honda WR-V,2014,1.41,8.25,100885,Diesel,Dealer,Manual,1
Maruti Ertiga,2015,0.75,10.33,103814,Petrol,Dealer,Manual,3
Maruti Baleno,2019,3.24,7.95,48790,Petrol,Dealer,Manual,0
Maruti Swift,2014,1.32,11.9,128945,Petrol,Dealer,Manual,1
Ford EcoSport,2023,3.44,4.83,7353,Petrol,Individual,Manual,1
Tata Tiago,2017,1.2,3.92,118330,Diesel,Individual,Manual,0
Volkswagen Polo,2017,1.4,5.22,54957,Petrol,Individual,Manual,0
Mahindra XUV300,2019,7.55,17.98,60153,Petrol,Dealer,Manual,0
Maruti Wagon R,2007,0.27,6.88,157067,Petrol,Dealer,Manual,1
Maruti Ciaz,2018,2.39,11.95,81423,Petrol,Dealer,Manual,3
Hyundai Xcent,2014,0.9,5.08,106180,Petrol,Dealer,Manual,0
Maruti Alto,2020,2.68,4.94,56361,Petrol,Dealer,Automatic,0
Nissan Terrano,2024,10.46,10.05,500,CNG,Dealer,Manual,0
Ford Freestyle,2017,5.73,28.02,127989,Petrol,Dealer,Manual,1
Mahindra Thar,2017,4.39,15.72,117424,Diesel,Individual,Manual,0
Hyundai Verna,2023,4.25,4.83,12813,Diesel,Dealer,Manual,0
Maruti Wagon R,2016,0.34,4.63,140413,Petrol,Individual,Automatic,3
Tata Harrier,2021,7.38,14.19,24647,CNG,Dealer,Manual,1
Maruti Ertiga,2013,0.47,7.52,133668,Petrol,Individual,Manual,1
Maruti Swift,2010,0.37,5.72,103704,Petrol,Individual,Manual,0
Tata Hexa,2014,0.6,4.99,146994,Petrol,Individual,Manual,0
Hyundai i20,2011,0.45,4.32,217114,Diesel,Individual,Automatic,0
BMW 3 Series,2015,8.74,31.58,127869,Diesel,Dealer,Automatic,0
Mahindra XUV500,2012,0.55,9.82,175728,Petrol,Individual,Manual,1
Ford Figo,2023,20.74,25.31,12427,Petrol,Individual,Manual,0
Maruti Wagon R,2023,2.85,3.71,18463,Petrol,Dealer,Manual,3
Audi Q7,2024,38.17,35.62,5973,Diesel,Individual,Automatic,0
Ford Figo,2021,7.5,13.86,36001,Petrol,Dealer,Manual,1
BMW 3 Series,2015,16.26,55.05,102416,Diesel,Dealer,Automatic,0
Maruti Ertiga,2008,0.25,8.6,255797,Petrol,Dealer,Automatic,1
Maruti Vitara Brezza,2020,3.07,6.32,46349,Petrol,Individual,Manual,0
Maruti Celerio,2008,0.35,9.3,249513,Petrol,Individual,Automatic,0
Volkswagen Ameo,2023,5.86,7.53,13528,Petrol,Individual,Manual,1
Toyota Innova,2016,2.42,22.55,137846,Petrol,Dealer,Automatic,3
Honda CR-V,2024,7.47,7.84,500,Petrol,Dealer,Manual,0
Chevrolet Enjoy,2020,3.34,13.36,69404,Petrol,Individual,Manual,3
Maruti Alto,2017,1.46,10.98,74572,Petrol,Dealer,Manual,3
Ford Freestyle,2017,4.46,14.97,66626,Diesel,Individual,Automatic,1
Tata Nexon,2024,11.74,11.27,500,CNG,Dealer,Manual,0
Maruti Swift,2021,7.45,11.39,42522,Petrol,Dealer,Manual,0
Maruti Baleno,2024,4.3,4.42,8310,Petrol,Individual,Manual,1
Tata Hexa,2018,8.49,19.37,108940,Diesel,Dealer,Automatic,0
Tata Tigor,2022,13.54,19.84,34732,Petrol,Individual,Manual,0
Maruti Vitara Brezza,2015,2.05,10.53,79313,Petrol,Dealer,Manual,0
Hyundai Creta,2015,1.54,10.14,153942,CNG,Individual,Automatic,0
Nissan Kicks,2023,12.21,14.07,24158,Diesel,Dealer,Manual,0
Maruti Vitara Brezza,2004,0.16,7.85,334442,Diesel,Individual,Automatic,1
Hyundai Verna,2021,7.43,10.24,43841,Diesel,Individual,Manual,0
Tata Nano,2018,1.62,4.66,104668,Petrol,Dealer,Manual,0
Maruti Ciaz,2016,1.05,11.56,91178,Petrol,Individual,Manual,3
Volkswagen Jetta,2010,0.76,19.07,115418,CNG,Individual,Manual,1
Volkswagen Vento,2010,1.66,13.95,150142,Diesel,Dealer,Manual,0
Ford EcoSport,2018,11.36,23.86,57791,Diesel,Dealer,Manual,0
Maruti Vitara Brezza,2007,0.51,8.39,163221,Diesel,Individual,Manual,0
Toyota Etios Cross,2023,4.89,5.68,11214,Petrol,Dealer,Manual,3
Renault Captur,2008,0.76,10.89,283827,Diesel,Dealer,Manual,0
Ford Aspire,2006,0.36,11.06,221765,Petrol,Dealer,Automatic,3
Honda CR-V,2011,3.21,23.34,200797,Diesel,Dealer,Manual,0
Nissan Sunny,2024,10.04,10.86,8345,Diesel,Individual,Automatic,0
Honda CR-V,2017,4.28,17.38,95412,Petrol,Individual,Manual,0
Hyundai Creta,2024,14.96,14.01,500,CNG,Dealer,Manual,1
Honda Amaze,2018,4.63,13.58,73347,Petrol,Dealer,Manual,0
Chevrolet Enjoy,2018,2.65,11.41,72297,Diesel,Dealer,Manual,3
Maruti Baleno,2022,6.27,8.58,33877,Petrol,Dealer,Automatic,0
Chevrolet Enjoy,2013,2.09,12.93,127847,Diesel,Individual,Manual,0
Mahindra Marazzo,2023,12.44,16.34,10234,Petrol,Individual,Manual,3
Hyundai Creta,2017,0.96,4.8,92616,Petrol,Individual,Manual,1
Hyundai Elite i20,2019,4.16,10.86,89875,Petrol,Dealer,Manual,0
Honda CR-V,2022,5.39,7.74,31261,Petrol,Individual,Manual,0
Hyundai i10,2024,4.3,4.17,11953,Diesel,Individual,Manual,0
Hyundai Xcent,2017,6.9,14.96,71791,Diesel,Dealer,Automatic,0
Nissan Kicks,2009,0.21,4.4,183280,Petrol,Individual,Manual,0
Honda Amaze,2019,6.05,22.22,81724,Petrol,Individual,Manual,1
Nissan Micra,2024,13.4,13.52,8104,Diesel,Individual,Manual,1
Hyundai i20,2008,0.58,9.87,132902,Petrol,Dealer,Manual,0
Toyota Innova,2018,2.23,8.44,55084,Petrol,Individual,Manual,1
Ford Aspire,2022,6.82,8.6,21908,Petrol,Dealer,Manual,0
Tata Safari,2020,4.01,8.72,56199,Petrol,Individual,Manual,0
Honda CR-V,2017,2.52,21.95,111768,Petrol,Individual,Manual,3
Maruti Celerio,2022,9.08,11.02,27098,Petrol,Dealer,Automatic,0
Audi Q5,2020,17.0,32.53,37251,Diesel,Individual,Manual,0
Maruti Vitara Brezza,2024,9.13,8.96,500,Diesel,Individual,Manual,1
Audi A4,2014,12.68,51.47,84632,Diesel,Dealer,Automatic,0
Maruti Celerio,2009,0.79,11.61,174022,Diesel,Individual,Manual,0
Hyundai i20,2021,8.76,13.26,40339,Petrol,Dealer,Automatic,0
Ford Freestyle,2023,14.61,16.15,8530,Petrol,Dealer,Automatic,1
Maruti Ciaz,2005,0.36,9.68,304040,Diesel,Dealer,Manual,0
Toyota Camry,2023,11.42,14.49,9729,Petrol,Dealer,Manual,1
Hyundai Grand i10,2022,2.73,4.1,27784,Petrol,Dealer,Manual,0
Toyota Fortuner,2021,7.18,13.81,39778,Petrol,Dealer,Manual,1
Honda Brio,2014,1.12,16.24,178991,Petrol,Individual,Manual,1
Renault Triber,2015,1.54,8.54,88848,CNG,Individual,Manual,0
Hyundai i20,2024,4.34,4.77,500,Diesel,Dealer,Manual,0
Maruti Dzire,2017,2.22,9.56,100658,Petrol,Dealer,Manual,1
Ford Figo,2024,21.53,18.21,9941,Petrol,Dealer,Manual,1
Honda CR-V,2007,0.3,7.58,150979,Petrol,Individual,Manual,0
Tata Tiago,2015,3.26,17.67,149626,Petrol,Dealer,Manual,0
Ford Endeavour,2015,3.46,22.49,88958,Petrol,Individual,Manual,0
Chevrolet Enjoy,2021,5.22,10.85,38905,Diesel,Dealer,Manual,3
Hyundai Elite i20,2023,6.4,7.42,16656,CNG,Individual,Manual,0
Hyundai Tucson,2013,0.93,5.67,170628,Petrol,Dealer,Automatic,0
Mahindra KUV100,2019,7.22,21.72,42140,Petrol,Individual,Manual,1
Ford Figo,2013,2.07,14.58,187378,Diesel,Individual,Manual,0
Maruti Swift,2020,4.48,8.13,43575,Petrol,Dealer,Manual,0
Hyundai Xcent,2023,11.55,16.2,9199,Petrol,Dealer,Manual,1
Maruti Vitara Brezza,2020,3.1,6.16,50408,Petrol,Individual,Manual,0
Hyundai Santro,2023,15.55,15.43,14745,CNG,Individual,Automatic,0
Honda City,2021,10.65,16.37,60411,Petrol,Dealer,Manual,0
Toyota Etios Cross,2005,0.6,18.75,171727,Petrol,Individual,Manual,1
Hyundai Tucson,2021,3.96,5.49,44700,Diesel,Individual,Automatic,0
Volkswagen Vento,2018,2.25,5.52,82742,Diesel,Dealer,Manual,0
Mahindra XUV500,2009,0.77,14.95,251350,Petrol,Dealer,Manual,0
Tata Hexa,2008,0.29,5.14,190338,Petrol,Dealer,Manual,0
Mahindra Scorpio,2018,5.02,14.73,78182,CNG,Individual,Manual,0
Volkswagen Vento,2008,0.42,8.35,237149,Petrol,Dealer,Manual,0
Toyota Etios,2024,32.24,32.4,500,Petrol,Dealer,Manual,1
Honda WR-V,2022,18.74,23.94,37144,Petrol,Dealer,Automatic,0
Tata Nano,2013,0.92,9.0,183035,Petrol,Individual,Manual,0
Honda CR-V,2023,13.9,19.74,21165,Petrol,Individual,Manual,3
Hyundai Xcent,2023,13.9,15.49,7032,Diesel,Dealer,Automatic,0
Tata Hexa,2021,12.48,19.52,22806,Petrol,Dealer,Automatic,0
Maruti Dzire,2014,1.06,6.47,150351,Diesel,Dealer,Manual,1
Tata Nano,2021,5.41,8.39,15602,Diesel,Dealer,Automatic,1
Hyundai Tucson,2019,6.35,12.66,75070,Diesel,Individual,Automatic,0
Volkswagen Polo,2016,1.18,5.5,78930,CNG,Dealer,Automatic,1
Toyota Etios Cross,2010,1.05,27.89,146962,Petrol,Individual,Manual,1
Ford Figo,2014,2.26,15.92,107536,Petrol,Individual,Manual,0
BMW 3 Series,2023,28.13,29.14,11522,Diesel,Dealer,Automatic,0
Maruti Vitara Brezza,2015,1.75,8.38,116326,Petrol,Dealer,Manual,0
Toyota Etios,2024,31.55,29.73,500,Petrol,Individual,Manual,1
Maruti Dzire,2016,1.98,7.84,74270,Petrol,Dealer,Manual,0
Hyundai i10,2013,1.52,15.18,148758,Petrol,Individual,Automatic,0
Hyundai i20,2009,0.39,10.29,189249,CNG,Individual,Manual,1
Maruti Alto,2021,3.68,5.69,25694,Diesel,Dealer,Manual,1
Volkswagen Ameo,2023,5.97,7.61,16724,Petrol,Individual,Automatic,0
Hyundai Xcent,2018,4.95,15.13,64541,Petrol,Individual,Automatic,0
Mahindra XUV500,2013,0.56,6.57,193984,Petrol,Dealer,Manual,1
Mahindra Scorpio,2014,1.85,13.21,149851,Petrol,Individual,Automatic,0
Ford Endeavour,2024,14.64,16.6,8649,Diesel,Dealer,Automatic,0
Volkswagen Vento,2010,0.75,14.4,162429,Petrol,Individual,Manual,0
Renault Triber,2024,10.4,10.66,500,Diesel,Dealer,Automatic,0
Honda Amaze,2004,0.63,13.45,315848,Diesel,Dealer,Automatic,0
Hyundai Venue,2022,6.1,9.82,28374,Petrol,Individual,Manual,0
Hyundai Santro,2018,2.21,10.18,55947,Petrol,Dealer,Automatic,3
Ford EcoSport,2017,3.44,10.77,94833,CNG,Dealer,Automatic,0
Hyundai Grand i10,2024,9.64,10.42,500,Petrol,Dealer,Manual,0
Maruti Vitara Brezza,2015,0.71,8.86,157910,Diesel,Dealer,Manual,3
Skoda Kodiaq,2019,6.92,25.74,63957,Petrol,Dealer,Manual,3
Maruti Wagon R,2020,1.67,3.85,54803,Petrol,Individual,Manual,0
Nissan Terrano,2016,4.09,14.78,115902,Diesel,Individual,Manual,0
Maruti Swift,2016,1.66,11.55,139071,Petrol,Individual,Manual,1
Maruti Vitara Brezza,2024,4.18,4.76,500,CNG,Dealer,Manual,0
Nissan Sunny,2006,0.15,5.57,292209,Petrol,Individual,Automatic,1
Honda Brio,2022,12.76,18.35,38043,Petrol,Individual,Manual,0
Maruti S-Cross,2008,0.65,8.97,150192,Diesel,Individual,Manual,0
Maruti Ertiga,2021,2.75,4.63,48418,Petrol,Dealer,Manual,0
Renault Kwid,2009,0.18,3.14,129878,Diesel,Individual,Automatic,1
Mahindra Scorpio,2009,1.94,19.73,223030,Diesel,Dealer,Manual,0
Toyota Fortuner,2011,1.52,19.5,213008,Petrol,Dealer,Manual,0
Hyundai i20,2022,6.88,9.65,21427,Petrol,Dealer,Manual,0
Maruti Celerio,2022,3.59,4.4,27929,Diesel,Dealer,Manual,0
Maruti Wagon R,2017,3.04,11.71,112477,Petrol,Dealer,Manual,0
Maruti Wagon R,2017,2.21,5.93,91154,Diesel,Individual,Automatic,0
Maruti Celerio,2016,1.22,5.11,74987,Petrol,Dealer,Manual,0
Tata Harrier,2024,13.51,13.35,500,Petrol,Individual,Manual,3
Maruti Wagon R,2016,3.24,10.62,105682,Diesel,Individual,Automatic,0
Renault Triber,2008,0.15,3.16,245401,Petrol,Dealer,Automatic,1
Maruti Dzire,2021,2.57,4.31,46909,Petrol,Dealer,Automatic,0
Toyota Corolla,2005,1.84,27.43,205788,Diesel,Dealer,Automatic,0
Hyundai Xcent,2016,3.86,17.81,68583,Petrol,Dealer,Manual,1
Toyota Corolla,2023,17.68,22.36,2130,Petrol,Individual,Manual,0
Maruti Vitara Brezza,2014,0.4,4.65,169486,Petrol,Individual,Manual,1
Hyundai Elite i20,2024,13.35,12.55,500,Petrol,Individual,Manual,0
Hyundai Xcent,2020,10.86,16.44,56181,Diesel,Dealer,Automatic,0
Maruti Dzire,2022,5.44,9.51,25087,Petrol,Dealer,Manual,1
BMW X1,2018,14.37,40.35,84613,Petrol,Dealer,Automatic,0
Tata Nexon,2021,7.92,14.53,35403,Petrol,Individual,Automatic,0
Maruti Baleno,2018,3.52,8.77,99107,Diesel,Individual,Manual,0
Nissan Terrano,2015,2.32,13.89,154191,CNG,Individual,Manual,0
Chevrolet Spark,2019,5.48,12.15,61348,Diesel,Dealer,Manual,1
Maruti Wagon R,2024,9.58,9.6,500,CNG,Individual,Manual,1
Tata Nano,2017,5.72,17.78,90262,Petrol,Dealer,Manual,0
Toyota Etios,2021,9.86,14.84,32249,Petrol,Dealer,Manual,0
Hyundai Verna,2015,1.13,5.14,80300,Petrol,Individual,Manual,0
Hyundai Santro,2009,0.69,9.8,226601,Diesel,Individual,Manual,0
Mahindra KUV100,2013,3.79,21.66,96064,Diesel,Individual,Manual,0
Skoda Kodiaq,2024,27.84,26.31,500,Petrol,Dealer,Automatic,3
Mahindra KUV100,2011,0.46,13.56,226241,Diesel,Individual,Manual,3
Skoda Octavia,2009,0.6,10.65,194926,Diesel,Individual,Automatic,1
Volkswagen Tiguan,2021,10.09,15.4,39363,CNG,Dealer,Manual,0
Renault Kwid,2019,6.46,11.64,51028,Diesel,Dealer,Manual,0
Maruti Ciaz,2016,1.07,5.19,104306,Petrol,Dealer,Automatic,1
Maruti Vitara Brezza,2019,2.61,4.37,44558,Diesel,Dealer,Automatic,0
Toyota Camry,2022,16.52,22.08,21809,Diesel,Dealer,Manual,0
Toyota Corolla,2020,8.63,18.21,45976,Petrol,Individual,Manual,0
Maruti Wagon R,2012,0.38,9.32,158367,CNG,Individual,Automatic,3
Hyundai i20,2022,9.36,13.21,29343,Diesel,Individual,Automatic,1
Toyota Camry,2021,15.28,24.08,38339,Petrol,Dealer,Automatic,0
Maruti Swift,2019,2.95,6.04,55340,Petrol,Dealer,Automatic,0
Maruti Celerio,2023,3.54,3.81,18230,Diesel,Dealer,Manual,0
Maruti S-Cross,2010,0.23,5.42,256967,Petrol,Individual,Manual,0
Toyota Yaris,2009,1.02,15.12,133382,Petrol,Individual,Automatic,0
Skoda Rapid,2024,11.96,12.64,500,Petrol,Dealer,Manual,0
Toyota Etios,2014,2.45,13.13,109493,Petrol,Dealer,Manual,0
Ford Figo,2019,3.26,8.45,60388,Petrol,Individual,Manual,0
Maruti Baleno,2020,4.64,11.79,55350,Diesel,Dealer,Manual,3
Renault Duster,2020,2.66,6.69,45707,Petrol,Dealer,Manual,1
Chevrolet Enjoy,2013,0.42,4.41,159402,Petrol,Individual,Manual,0
Toyota Innova,2013,4.3,29.65,155414,Diesel,Individual,Manual,0
Toyota Fortuner,2012,1.39,16.45,160812,Petrol,Individual,Manual,0
Maruti Vitara Brezza,2021,5.53,8.22,32751,Diesel,Dealer,Manual,1
Renault Triber,2013,1.02,6.66,89313,Diesel,Dealer,Manual,1
Tata Tigor,2020,8.8,19.32,33939,Petrol,Individual,Manual,0
Hyundai i10,2021,5.84,11.84,39653,Petrol,Individual,Manual,1
Hyundai Xcent,2022,6.19,7.45,27517,Petrol,Dealer,Automatic,1
Volkswagen Polo,2021,3.08,5.26,47477,Petrol,Dealer,Manual,0
Mahindra Thar,2020,8.49,18.65,67345,Diesel,Individual,Manual,0
Tata Safari,2012,1.25,10.72,123159,Diesel,Individual,Manual,0
Honda Amaze,2022,17.57,22.14,20461,Petrol,Dealer,Manual,0
Ford Figo,2022,3.33,4.94,10529,Petrol,Individual,Manual,0
Tata Hexa,2024,3.35,3.07,500,Petrol,Individual,Manual,0
Nissan Magnite,2017,2.91,12.22,95010,CNG,Individual,Manual,0
BMW 3 Series,2014,1.92,36.22,179684,Petrol,Dealer,Automatic,3
Hyundai Venue,2023,8.72,12.91,11160,Petrol,Dealer,Manual,1
Toyota Etios,2013,3.06,17.3,129076,Diesel,Individual,Automatic,0
Maruti Dzire,2017,1.82,5.93,58816,CNG,Dealer,Manual,0
Honda Jazz,2022,14.22,21.36,18778,CNG,Individual,Manual,0
Mahindra Scorpio,2010,0.46,9.0,187888,CNG,Individual,Manual,0
Maruti Celerio,2009,0.37,11.68,253864,Petrol,Individual,Manual,0
Maruti Dzire,2014,1.99,8.48,110618,Diesel,Individual,Automatic,0
Toyota Yaris,2007,0.49,12.19,184535,CNG,Individual,Automatic,0
Renault Captur,2015,0.99,5.04,130650,Diesel,Individual,Manual,0
Maruti Wagon R,2016,2.42,9.73,87878,Petrol,Dealer,Manual,0
Maruti Swift,2012,0.58,6.23,139155,Petrol,Individual,Automatic,0
Honda Jazz,2017,9.67,21.7,103435,Diesel,Dealer,Manual,0
Tata Bolt,2006,0.39,15.22,284246,Petrol,Dealer,Manual,1
Skoda Octavia,2024,21.04,20.62,1494,Petrol,Individual,Manual,0
Maruti Baleno,2019,3.04,8.73,68763,Petrol,Dealer,Manual,1
Honda Jazz,2007,0.59,13.91,192720,Petrol,Individual,Manual,1
Maruti Swift,2022,2.98,4.66,24558,Petrol,Individual,Manual,1
Mahindra Marazzo,2018,6.5,16.51,98352,Diesel,Individual,Manual,0
Maruti Swift,2023,5.52,7.02,12312,Petrol,Dealer,Manual,1
Hyundai Verna,2022,2.69,4.54,29699,Petrol,Dealer,Automatic,1
Honda Civic,2005,0.69,23.94,265338,Petrol,Dealer,Manual,3
Hyundai i20,2006,0.26,6.61,236699,Diesel,Individual,Manual,0
Mahindra KUV100,2019,6.9,17.06,88460,Petrol,Dealer,Automatic,0
Hyundai Creta,2022,9.91,12.45,12882,Petrol,Dealer,Automatic,0
Ford EcoSport,2017,6.38,26.52,75449,CNG,Individual,Manual,1
Maruti Alto,2024,6.79,6.76,3853,Diesel,Dealer,Manual,0
Toyota Yaris,2017,7.35,31.69,54550,Petrol,Individual,Manual,0
Volkswagen Ameo,2016,1.81,8.63,145057,CNG,Dealer,Manual,0
Maruti Swift,2019,4.02,9.78,64803,Petrol,Individual,Manual,0
Maruti S-Cross,2024,9.15,9.36,2047,Petrol,Dealer,Manual,1
Maruti Dzire,2024,11.8,11.97,500,Petrol,Dealer,Manual,1
Tata Hexa,2018,7.71,20.25,102920,Diesel,Dealer,Manual,0
Renault Duster,2008,0.32,9.89,280368,Petrol,Dealer,Manual,1
Mahindra Marazzo,2021,9.64,19.74,24274,Diesel,Individual,Manual,3
Audi Q3,2020,33.79,56.19,44853,Petrol,Dealer,Automatic,0
Toyota Yaris,2017,3.6,14.78,104071,Diesel,Individual,Manual,1
Chevrolet Sail,2013,3.55,13.86,99624,Diesel,Dealer,Automatic,0
Honda WR-V,2018,3.42,9.67,94682,Petrol,Individual,Automatic,0
Toyota Innova,2023,6.52,8.84,9677,Diesel,Individual,Automatic,1
Hyundai Creta,2015,1.25,5.9,86166,Petrol,Dealer,Automatic,0
Mahindra Scorpio,2011,0.77,9.54,194911,Petrol,Dealer,Manual,0
Renault Captur,2023,6.78,7.92,18676,Diesel,Dealer,Manual,0
Hyundai Elite i20,2019,5.41,16.16,36971,Diesel,Dealer,Automatic,3
Maruti Ciaz,2023,3.6,4.88,19819,Diesel,Individual,Automatic,0
Maruti Celerio,2021,3.61,7.28,46576,Petrol,Dealer,Manual,0
Hyundai Venue,2009,0.22,5.73,182684,Petrol,Dealer,Manual,1
Maruti Swift,2018,4.57,10.51,68739,Diesel,Individual,Automatic,0
Maruti Swift,2011,0.75,11.82,112492,Petrol,Dealer,Manual,1
Renault Captur,2007,0.45,5.31,207333,Diesel,Dealer,Manual,0
Maruti Ertiga,2024,3.78,3.83,9442,Diesel,Dealer,Automatic,0
Maruti Vitara Brezza,2012,0.49,9.77,198139,Petrol,Individual,Manual,1
Hyundai Santro,2024,6.62,6.73,500,CNG,Dealer,Manual,1
Maruti Vitara Brezza,2017,2.62,9.51,96662,CNG,Dealer,Manual,0
Nissan Magnite,2021,7.5,11.77,26279,Petrol,Dealer,Manual,0
Chevrolet Enjoy,2011,0.98,13.81,119990,Diesel,Individual,Manual,1
Honda Jazz,2020,8.9,18.68,59583,Petrol,Individual,Automatic,0
Maruti Ciaz,2020,2.34,3.71,40068,Diesel,Dealer,Manual,0
Hyundai Grand i10,2020,3.14,6.11,49147,Petrol,Dealer,Manual,0
Maruti Baleno,2017,2.14,5.66,69942,Diesel,Dealer,Manual,0
Maruti Dzire,2011,0.45,9.05,112854,Petrol,Individual,Manual,1
Maruti Dzire,2016,4.03,10.45,67349,Diesel,Dealer,Automatic,0
Honda Amaze,2020,6.22,11.79,24632,Diesel,Individual,Manual,1
Hyundai Xcent,2018,1.79,5.32,109508,Petrol,Individual,Automatic,0
Maruti Swift,2016,2.51,10.61,67256,Diesel,Individual,Manual,1
Hyundai Verna,2020,2.49,4.18,36758,Diesel,Dealer,Manual,0
Tata Nexon,2022,14.13,21.2,15050,Diesel,Individual,Automatic,1
Ford EcoSport,2023,8.9,9.93,12518,Diesel,Dealer,Automatic,0
Honda Civic,2023,12.18,16.23,5128,Petrol,Dealer,Manual,3
Toyota Fortuner,2022,5.5,7.16,29884,Petrol,Dealer,Manual,1
Toyota Camry,2016,2.79,13.53,105306,Petrol,Individual,Manual,0
Hyundai i20,2007,0.49,12.27,181594,CNG,Dealer,Manual,1
Audi A6,2018,20.18,54.95,75183,Petrol,Individual,Automatic,0
Hyundai Xcent,2022,5.03,7.85,26520,Diesel,Dealer,Automatic,1
Hyundai Verna,2021,5.61,9.2,38498,Diesel,Individual,Manual,0
Ford Aspire,2011,0.97,25.92,135916,Diesel,Individual,Manual,3
Maruti Dzire,2014,1.67,11.27,152665,Diesel,Individual,Automatic,1
Renault Captur,2016,0.63,5.21,100040,Petrol,Dealer,Automatic,3
Maruti Wagon R,2015,1.75,9.29,124091,Petrol,Dealer,Manual,0
Renault Kwid,2020,1.36,3.39,46487,Petrol,Individual,Manual,0
Hyundai Tucson,2021,7.33,11.2,32524,Petrol,Dealer,Manual,0
Tata Hexa,2021,3.94,5.97,33048,Diesel,Individual,Automatic,0
Tata Tiago,2023,8.58,9.5,20867,Diesel,Individual,Automatic,0
Skoda Rapid,2013,1.79,26.52,139057,Petrol,Individual,Manual,1
Volkswagen Polo,2019,5.61,16.08,67617,Petrol,Individual,Manual,0
Maruti Ciaz,2015,0.64,3.92,147195,Petrol,Individual,Automatic,0
Hyundai Tucson,2019,1.52,4.77,36665,Petrol,Individual,Manual,1
Maruti Alto,2010,0.25,4.32,132922,Petrol,Individual,Manual,0
BMW X1,2021,24.53,48.19,32341,Diesel,Dealer,Automatic,3
Maruti Celerio,2020,2.75,4.85,64694,Diesel,Dealer,Manual,0
Renault Captur,2004,0.15,3.73,268151,Diesel,Individual,Automatic,3
Volkswagen Jetta,2023,7.8,9.48,19123,CNG,Dealer,Automatic,1
Volkswagen Tiguan,2023,4.65,5.2,14881,CNG,Dealer,Manual,3
Maruti Baleno,2019,4.25,11.44,53506,Petrol,Dealer,Automatic,1
Honda Amaze,2014,1.11,7.31,81298,Petrol,Individual,Automatic,0
Hyundai Venue,2019,4.3,12.74,69341,Diesel,Dealer,Manual,3
Chevrolet Sail,2024,6.5,7.03,11191,Diesel,Dealer,Manual,0
Tata Nexon,2017,1.9,10.81,117408,Petrol,Individual,Manual,1
Maruti Baleno,2009,0.34,8.99,214288,Petrol,Individual,Manual,0
Renault Triber,2007,0.16,4.78,162613,Petrol,Individual,Manual,3
Maruti Ertiga,2022,6.22,9.87,22014,Petrol,Individual,Automatic,0
Honda Amaze,2017,5.78,15.99,79117,Diesel,Dealer,Automatic,0
Maruti S-Cross,2013,0.26,4.14,123231,Diesel,Dealer,Automatic,3
Hyundai Creta,2013,1.08,15.24,136644,Petrol,Individual,Manual,1
Honda Jazz,2016,4.47,18.59,114715,Diesel,Individual,Manual,0
Skoda Superb,2008,1.11,26.75,157700,Petrol,Individual,Automatic,1
Ford EcoSport,2009,1.69,17.5,211133,Diesel,Dealer,Manual,0
Volkswagen Vento,2024,9.44,9.18,10175,CNG,Dealer,Manual,0
Mahindra Marazzo,2013,3.08,17.98,105357,Diesel,Dealer,Automatic,1
Hyundai Creta,2013,0.47,4.26,94176,Petrol,Individual,Manual,0
Ford Endeavour,2021,6.46,10.1,50023,Petrol,Individual,Automatic,0
Hyundai Grand i10,2019,6.64,17.46,71623,Diesel,Dealer,Manual,1
Nissan Kicks,2016,1.6,4.69,116190,Diesel,Dealer,Manual,0
