Brand,Present_Price,Kms_Driven,Fuel_Type,Seller_Type,Transmission,Owner,Car_Age,Selling_Price
Honda,7.84,500,Petrol,Dealer,Manual,0,2,7.47
Chevrolet,13.36,69404,Petrol,Individual,Manual,3,6,3.34
Maruti,10.98,74572,Petrol,Dealer,Manual,3,9,1.46
Ford,14.97,66626,Diesel,Individual,Automatic,1,9,4.46
Tata,11.27,500,CNG,Dealer,Manual,0,2,11.74
Maruti,11.39,42522,Petrol,Dealer,Manual,0,5,7.45
Maruti,4.42,8310,Petrol,Individual,Manual,1,2,4.3
Tata,19.37,108940,Diesel,Dealer,Automatic,0,8,8.49
Tata,19.84,34732,Petrol,Individual,Manual,0,4,13.54
Maruti,10.53,79313,Petrol,Dealer,Manual,0,11,2.05
Hyundai,10.14,153942,CNG,Individual,Automatic,0,11,1.54
Nissan,14.07,24158,Diesel,Dealer,Manual,0,3,12.21
Hyundai,10.24,43841,Diesel,Individual,Manual,0,5,7.43
Tata,4.66,104668,Petrol,Dealer,Manual,0,8,1.62
Maruti,11.56,91178,Petrol,Individual,Manual,3,10,1.05
Volkswagen,19.07,115418,CNG,Individual,Manual,1,16,0.76
Volkswagen,13.95,150142,Diesel,Dealer,Manual,0,16,1.66
Ford,23.86,57791,Diesel,Dealer,Manual,0,8,11.36
Maruti,8.39,163221,Diesel,Individual,Manual,0,19,0.51
Toyota,5.68,11214,Petrol,Dealer,Manual,3,3,4.89
Renault,10.89,283827,Diesel,Dealer,Manual,0,18,0.76
Ford,11.06,221765,Petrol,Dealer,Automatic,3,20,0.36
Honda,23.34,200797,Diesel,Dealer,Manual,0,15,3.21
Nissan,10.86,8345,Diesel,Individual,Automatic,0,2,10.04
Honda,17.38,95412,Petrol,Individual,Manual,0,9,4.28
Hyundai,14.01,500,CNG,Dealer,Manual,1,2,14.96
Honda,13.58,73347,Petrol,Dealer,Manual,0,8,4.63
Chevrolet,11.41,72297,Diesel,Dealer,Manual,3,8,2.65
Maruti,8.58,33877,Petrol,Dealer,Automatic,0,4,6.27
Chevrolet,12.93,127847,Diesel,Individual,Manual,0,13,2.09
Mahindra,16.34,10234,Petrol,Individual,Manual,3,3,12.44
Hyundai,4.8,92616,Petrol,Individual,Manual,1,9,0.96
Hyundai,10.86,89875,Petrol,Dealer,Manual,0,7,4.16
Honda,7.74,31261,Petrol,Individual,Manual,0,4,5.39
Hyundai,4.17,11953,Diesel,Individual,Manual,0,2,4.3
Hyundai,14.96,71791,Diesel,Dealer,Automatic,0,9,6.9
Nissan,4.4,183280,Petrol,Individual,Manual,0,17,0.21
Honda,22.22,81724,Petrol,Individual,Manual,1,7,6.05
Nissan,13.52,8104,Diesel,Individual,Manual,1,2,13.4
Hyundai,9.87,132902,Petrol,Dealer,Manual,0,18,0.58
Toyota,8.44,55084,Petrol,Individual,Manual,1,8,2.23
Ford,8.6,21908,Petrol,Dealer,Manual,0,4,6.82
Tata,8.72,56199,Petrol,Individual,Manual,0,6,4.01
Honda,21.95,111768,Petrol,Individual,Manual,3,9,2.52
Maruti,11.02,27098,Petrol,Dealer,Automatic,0,4,9.08
Audi,32.53,37251,Diesel,Individual,Manual,0,6,17.0
Maruti,8.96,500,Diesel,Individual,Manual,1,2,9.13
Audi,51.47,84632,Diesel,Dealer,Automatic,0,12,12.68
Maruti,11.61,174022,Diesel,Individual,Manual,0,17,0.79
Hyundai,13.26,40339,Petrol,Dealer,Automatic,0,5,8.76
Ford,16.15,8530,Petrol,Dealer,Automatic,1,3,14.61
Maruti,9.68,304040,Diesel,Dealer,Manual,0,21,0.36
Toyota,14.49,9729,Petrol,Dealer,Manual,1,3,11.42
Hyundai,4.1,27784,Petrol,Dealer,Manual,0,4,2.73
Toyota,13.81,39778,Petrol,Dealer,Manual,1,5,7.18
Honda,16.24,178991,Petrol,Individual,Manual,1,12,1.12
Renault,8.54,88848,CNG,Individual,Manual,0,11,1.54
Hyundai,4.77,500,Diesel,Dealer,Manual,0,2,4.34
Maruti,9.56,100658,Petrol,Dealer,Manual,1,9,2.22
Ford,18.21,9941,Petrol,Dealer,Manual,1,2,21.53
Honda,7.58,150979,Petrol,Individual,Manual,0,19,0.3
Tata,17.67,149626,Petrol,Dealer,Manual,0,11,3.26
Ford,22.49,88958,Petrol,Individual,Manual,0,11,3.46
Chevrolet,10.85,38905,Diesel,Dealer,Manual,3,5,5.22
Hyundai,7.42,16656,CNG,Individual,Manual,0,3,6.4
Hyundai,5.67,170628,Petrol,Dealer,Automatic,0,13,0.93
Mahindra,21.72,42140,Petrol,Individual,Manual,1,7,7.22
Ford,14.58,187378,Diesel,Individual,Manual,0,13,2.07
Maruti,8.13,43575,Petrol,Dealer,Manual,0,6,4.48
Hyundai,16.2,9199,Petrol,Dealer,Manual,1,3,11.55
Maruti,6.16,50408,Petrol,Individual,Manual,0,6,3.1
Hyundai,15.43,14745,CNG,Individual,Automatic,0,3,15.55
Honda,16.37,60411,Petrol,Dealer,Manual,0,5,10.65
Toyota,18.75,171727,Petrol,Individual,Manual,1,21,0.6
Hyundai,5.49,44700,Diesel,Individual,Automatic,0,5,3.96
Volkswagen,5.52,82742,Diesel,Dealer,Manual,0,8,2.25
Mahindra,14.95,251350,Petrol,Dealer,Manual,0,17,0.77
Tata,5.14,190338,Petrol,Dealer,Manual,0,18,0.29
Mahindra,14.73,78182,CNG,Individual,Manual,0,8,5.02
Volkswagen,8.35,237149,Petrol,Dealer,Manual,0,18,0.42
Honda,23.94,37144,Petrol,Dealer,Automatic,0,4,18.74
Tata,9.0,183035,Petrol,Individual,Manual,0,13,0.92
Honda,19.74,21165,Petrol,Individual,Manual,3,3,13.9
Hyundai,15.49,7032,Diesel,Dealer,Automatic,0,3,13.9
Tata,19.52,22806,Petrol,Dealer,Automatic,0,5,12.48
Maruti,6.47,150351,Diesel,Dealer,Manual,1,12,1.06
Tata,8.39,15602,Diesel,Dealer,Automatic,1,5,5.41
Hyundai,12.66,75070,Diesel,Individual,Automatic,0,7,6.35
Volkswagen,5.5,78930,CNG,Dealer,Automatic,1,10,1.18
Toyota,27.89,146962,Petrol,Individual,Manual,1,16,1.05
Ford,15.92,107536,Petrol,Individual,Manual,0,12,2.26
BMW,29.14,11522,Diesel,Dealer,Automatic,0,3,28.13
Maruti,8.38,116326,Petrol,Dealer,Manual,0,11,1.75
Maruti,7.84,74270,Petrol,Dealer,Manual,0,10,1.98
Hyundai,15.18,148758,Petrol,Individual,Automatic,0,13,1.52
Hyundai,10.29,189249,CNG,Individual,Manual,1,17,0.39
Maruti,5.69,25694,Diesel,Dealer,Manual,1,5,3.68
Volkswagen,7.61,16724,Petrol,Individual,Automatic,0,3,5.97
Hyundai,15.13,64541,Petrol,Individual,Automatic,0,8,4.95
Mahindra,6.57,193984,Petrol,Dealer,Manual,1,13,0.56
Mahindra,13.21,149851,Petrol,Individual,Automatic,0,12,1.85
Ford,16.6,8649,Diesel,Dealer,Automatic,0,2,14.64
Volkswagen,14.4,162429,Petrol,Individual,Manual,0,16,0.75
Renault,10.66,500,Diesel,Dealer,Automatic,0,2,10.4
Honda,13.45,315848,Diesel,Dealer,Automatic,0,22,0.63
Hyundai,9.82,28374,Petrol,Individual,Manual,0,4,6.1
Hyundai,10.18,55947,Petrol,Dealer,Automatic,3,8,2.21
Ford,10.77,94833,CNG,Dealer,Automatic,0,9,3.44
Hyundai,10.42,500,Petrol,Dealer,Manual,0,2,9.64
Maruti,8.86,157910,Diesel,Dealer,Manual,3,11,0.71
Skoda,25.74,63957,Petrol,Dealer,Manual,3,7,6.92
Maruti,3.85,54803,Petrol,Individual,Manual,0,6,1.67
Nissan,14.78,115902,Diesel,Individual,Manual,0,10,4.09
Maruti,11.55,139071,Petrol,Individual,Manual,1,10,1.66
Maruti,4.76,500,CNG,Dealer,Manual,0,2,4.18
Honda,18.35,38043,Petrol,Individual,Manual,0,4,12.76
Maruti,8.97,150192,Diesel,Individual,Manual,0,18,0.65
Maruti,4.63,48418,Petrol,Dealer,Manual,0,5,2.75
Renault,3.14,129878,Diesel,Individual,Automatic,1,17,0.18
Mahindra,19.73,223030,Diesel,Dealer,Manual,0,17,1.94
Toyota,19.5,213008,Petrol,Dealer,Manual,0,15,1.52
Hyundai,9.65,21427,Petrol,Dealer,Manual,0,4,6.88
Maruti,4.4,27929,Diesel,Dealer,Manual,0,4,3.59
Maruti,11.71,112477,Petrol,Dealer,Manual,0,9,3.04
Maruti,5.93,91154,Diesel,Individual,Automatic,0,9,2.21
Maruti,5.11,74987,Petrol,Dealer,Manual,0,10,1.22
Tata,13.35,500,Petrol,Individual,Manual,3,2,13.51
Maruti,10.62,105682,Diesel,Individual,Automatic,0,10,3.24
Maruti,4.31,46909,Petrol,Dealer,Automatic,0,5,2.57
Toyota,27.43,205788,Diesel,Dealer,Automatic,0,21,1.84
Hyundai,17.81,68583,Petrol,Dealer,Manual,1,10,3.86
Toyota,22.36,2130,Petrol,Individual,Manual,0,3,17.68
Maruti,4.65,169486,Petrol,Individual,Manual,1,12,0.4
Hyundai,12.55,500,Petrol,Individual,Manual,0,2,13.35
Hyundai,16.44,56181,Diesel,Dealer,Automatic,0,6,10.86
Maruti,9.51,25087,Petrol,Dealer,Manual,1,4,5.44
BMW,40.35,84613,Petrol,Dealer,Automatic,0,8,14.37
Tata,14.53,35403,Petrol,Individual,Automatic,0,5,7.92
Maruti,8.77,99107,Diesel,Individual,Manual,0,8,3.52
Nissan,13.89,154191,CNG,Individual,Manual,0,11,2.32
Chevrolet,12.15,61348,Diesel,Dealer,Manual,1,7,5.48
Maruti,9.6,500,CNG,Individual,Manual,1,2,9.58
Tata,17.78,90262,Petrol,Dealer,Manual,0,9,5.72
Toyota,14.84,32249,Petrol,Dealer,Manual,0,5,9.86
Hyundai,5.14,80300,Petrol,Individual,Manual,0,11,1.13
Hyundai,9.8,226601,Diesel,Individual,Manual,0,17,0.69
Mahindra,21.66,96064,Diesel,Individual,Manual,0,13,3.79
Skoda,26.31,500,Petrol,Dealer,Automatic,3,2,27.84
Mahindra,13.56,226241,Diesel,Individual,Manual,3,15,0.46
Skoda,10.65,194926,Diesel,Individual,Automatic,1,17,0.6
Volkswagen,15.4,39363,CNG,Dealer,Manual,0,5,10.09
Renault,11.64,51028,Diesel,Dealer,Manual,0,7,6.46
Maruti,5.19,104306,Petrol,Dealer,Automatic,1,10,1.07
Maruti,4.37,44558,Diesel,Dealer,Automatic,0,7,2.61
Toyota,22.08,21809,Diesel,Dealer,Manual,0,4,16.52
Toyota,18.21,45976,Petrol,Individual,Manual,0,6,8.63
Maruti,9.32,158367,CNG,Individual,Automatic,3,14,0.38
Hyundai,13.21,29343,Diesel,Individual,Automatic,1,4,9.36
Toyota,24.08,38339,Petrol,Dealer,Automatic,0,5,15.28
Maruti,6.04,55340,Petrol,Dealer,Automatic,0,7,2.95
Maruti,3.81,18230,Diesel,Dealer,Manual,0,3,3.54
Maruti,5.42,256967,Petrol,Individual,Manual,0,16,0.23
Toyota,15.12,133382,Petrol,Individual,Automatic,0,17,1.02
Skoda,12.64,500,Petrol,Dealer,Manual,0,2,11.96
Toyota,13.13,109493,Petrol,Dealer,Manual,0,12,2.45
Ford,8.45,60388,Petrol,Individual,Manual,0,7,3.26
Maruti,11.79,55350,Diesel,Dealer,Manual,3,6,4.64
Renault,6.69,45707,Petrol,Dealer,Manual,1,6,2.66
Chevrolet,4.41,159402,Petrol,Individual,Manual,0,13,0.42
Toyota,29.65,155414,Diesel,Individual,Manual,0,13,4.3
Toyota,16.45,160812,Petrol,Individual,Manual,0,14,1.39
Maruti,8.22,32751,Diesel,Dealer,Manual,1,5,5.53
Renault,6.66,89313,Diesel,Dealer,Manual,1,13,1.02
Tata,19.32,33939,Petrol,Individual,Manual,0,6,8.8
Hyundai,11.84,39653,Petrol,Individual,Manual,1,5,5.84
Hyundai,7.45,27517,Petrol,Dealer,Automatic,1,4,6.19
Volkswagen,5.26,47477,Petrol,Dealer,Manual,0,5,3.08
Mahindra,18.65,67345,Diesel,Individual,Manual,0,6,8.49
Tata,10.72,123159,Diesel,Individual,Manual,0,14,1.25
Honda,22.14,20461,Petrol,Dealer,Manual,0,4,17.57
Ford,4.94,10529,Petrol,Individual,Manual,0,4,3.33
Tata,3.07,500,Petrol,Individual,Manual,0,2,3.35
Nissan,12.22,95010,CNG,Individual,Manual,0,9,2.91
BMW,36.22,179684,Petrol,Dealer,Automatic,3,12,1.92
Hyundai,12.91,11160,Petrol,Dealer,Manual,1,3,8.72
Toyota,17.3,129076,Diesel,Individual,Automatic,0,13,3.06
Maruti,5.93,58816,CNG,Dealer,Manual,0,9,1.82
Honda,21.36,18778,CNG,Individual,Manual,0,4,14.22
Mahindra,9.0,187888,CNG,Individual,Manual,0,16,0.46
Maruti,11.68,253864,Petrol,Individual,Manual,0,17,0.37
Maruti,8.48,110618,Diesel,Individual,Automatic,0,12,1.99
Toyota,12.19,184535,CNG,Individual,Automatic,0,19,0.49
Renault,5.04,130650,Diesel,Individual,Manual,0,11,0.99
Maruti,9.73,87878,Petrol,Dealer,Manual,0,10,2.42
Maruti,6.23,139155,Petrol,Individual,Automatic,0,14,0.58
Honda,21.7,103435,Diesel,Dealer,Manual,0,9,9.67
Tata,15.22,284246,Petrol,Dealer,Manual,1,20,0.39
Skoda,20.62,1494,Petrol,Individual,Manual,0,2,21.04
Maruti,8.73,68763,Petrol,Dealer,Manual,1,7,3.04
Honda,13.91,192720,Petrol,Individual,Manual,1,19,0.59
Maruti,4.66,24558,Petrol,Individual,Manual,1,4,2.98
Mahindra,16.51,98352,Diesel,Individual,Manual,0,8,6.5
Maruti,7.02,12312,Petrol,Dealer,Manual,1,3,5.52
Hyundai,4.54,29699,Petrol,Dealer,Automatic,1,4,2.69
Honda,23.94,265338,Petrol,Dealer,Manual,3,21,0.69
Hyundai,6.61,236699,Diesel,Individual,Manual,0,20,0.26
Mahindra,17.06,88460,Petrol,Dealer,Automatic,0,7,6.9
Hyundai,12.45,12882,Petrol,Dealer,Automatic,0,4,9.91
Ford,26.52,75449,CNG,Individual,Manual,1,9,6.38
Maruti,6.76,3853,Diesel,Dealer,Manual,0,2,6.79
Toyota,31.69,54550,Petrol,Individual,Manual,0,9,7.35
Volkswagen,8.63,145057,CNG,Dealer,Manual,0,10,1.81
Maruti,9.78,64803,Petrol,Individual,Manual,0,7,4.02
Maruti,9.36,2047,Petrol,Dealer,Manual,1,2,9.15
Maruti,11.97,500,Petrol,Dealer,Manual,1,2,11.8
Tata,20.25,102920,Diesel,Dealer,Manual,0,8,7.71
Renault,9.89,280368,Petrol,Dealer,Manual,1,18,0.32
Mahindra,19.74,24274,Diesel,Individual,Manual,3,5,9.64
Toyota,14.78,104071,Diesel,Individual,Manual,1,9,3.6
Chevrolet,13.86,99624,Diesel,Dealer,Automatic,0,13,3.55
Honda,9.67,94682,Petrol,Individual,Automatic,0,8,3.42
Toyota,8.84,9677,Diesel,Individual,Automatic,1,3,6.52
Hyundai,5.9,86166,Petrol,Dealer,Automatic,0,11,1.25
Mahindra,9.54,194911,Petrol,Dealer,Manual,0,15,0.77
Renault,7.92,18676,Diesel,Dealer,Manual,0,3,6.78
Hyundai,16.16,36971,Diesel,Dealer,Automatic,3,7,5.41
Maruti,4.88,19819,Diesel,Individual,Automatic,0,3,3.6
Maruti,7.28,46576,Petrol,Dealer,Manual,0,5,3.61
Hyundai,5.73,182684,Petrol,Dealer,Manual,1,17,0.22
Maruti,10.51,68739,Diesel,Individual,Automatic,0,8,4.57
Maruti,11.82,112492,Petrol,Dealer,Manual,1,15,0.75
Renault,5.31,207333,Diesel,Dealer,Manual,0,19,0.45
Maruti,3.83,9442,Diesel,Dealer,Automatic,0,2,3.78
Maruti,9.77,198139,Petrol,Individual,Manual,1,14,0.49
Hyundai,6.73,500,CNG,Dealer,Manual,1,2,6.62
Maruti,9.51,96662,CNG,Dealer,Manual,0,9,2.62
Nissan,11.77,26279,Petrol,Dealer,Manual,0,5,7.5
Chevrolet,13.81,119990,Diesel,Individual,Manual,1,15,0.98
Honda,18.68,59583,Petrol,Individual,Automatic,0,6,8.9
Maruti,3.71,40068,Diesel,Dealer,Manual,0,6,2.34
Hyundai,6.11,49147,Petrol,Dealer,Manual,0,6,3.14
Maruti,5.66,69942,Diesel,Dealer,Manual,0,9,2.14
Maruti,9.05,112854,Petrol,Individual,Manual,1,15,0.45
Maruti,10.45,67349,Diesel,Dealer,Automatic,0,10,4.03
Honda,11.79,24632,Diesel,Individual,Manual,1,6,6.22
Hyundai,5.32,109508,Petrol,Individual,Automatic,0,8,1.79
Maruti,10.61,67256,Diesel,Individual,Manual,1,10,2.51
Hyundai,4.18,36758,Diesel,Dealer,Manual,0,6,2.49
Tata,21.2,15050,Diesel,Individual,Automatic,1,4,14.13
Ford,9.93,12518,Diesel,Dealer,Automatic,0,3,8.9
Honda,16.23,5128,Petrol,Dealer,Manual,3,3,12.18
Toyota,7.16,29884,Petrol,Dealer,Manual,1,4,5.5
Toyota,13.53,105306,Petrol,Individual,Manual,0,10,2.79
Hyundai,12.27,181594,CNG,Dealer,Manual,1,19,0.49
Audi,54.95,75183,Petrol,Individual,Automatic,0,8,20.18
Hyundai,7.85,26520,Diesel,Dealer,Automatic,1,4,5.03
Hyundai,9.2,38498,Diesel,Individual,Manual,0,5,5.61
Ford,25.92,135916,Diesel,Individual,Manual,3,15,0.97
Maruti,11.27,152665,Diesel,Individual,Automatic,1,12,1.67
Renault,5.21,100040,Petrol,Dealer,Automatic,3,10,0.63
Maruti,9.29,124091,Petrol,Dealer,Manual,0,11,1.75
Renault,3.39,46487,Petrol,Individual,Manual,0,6,1.36
Hyundai,11.2,32524,Petrol,Dealer,Manual,0,5,7.33
Tata,5.97,33048,Diesel,Individual,Automatic,0,5,3.94
Tata,9.5,20867,Diesel,Individual,Automatic,0,3,8.58
Skoda,26.52,139057,Petrol,Individual,Manual,1,13,1.79
Volkswagen,16.08,67617,Petrol,Individual,Manual,0,7,5.61
Maruti,3.92,147195,Petrol,Individual,Automatic,0,11,0.64
Hyundai,4.77,36665,Petrol,Individual,Manual,1,7,1.52
Maruti,4.32,132922,Petrol,Individual,Manual,0,16,0.25
BMW,48.19,32341,Diesel,Dealer,Automatic,3,5,24.53
Maruti,4.85,64694,Diesel,Dealer,Manual,0,6,2.75
Volkswagen,9.48,19123,CNG,Dealer,Automatic,1,3,7.8
Volkswagen,5.2,14881,CNG,Dealer,Manual,3,3,4.65
Maruti,11.44,53506,Petrol,Dealer,Automatic,1,7,4.25
Honda,7.31,81298,Petrol,Individual,Automatic,0,12,1.11
Hyundai,12.74,69341,Diesel,Dealer,Manual,3,7,4.3
Chevrolet,7.03,11191,Diesel,Dealer,Manual,0,2,6.5
Tata,10.81,117408,Petrol,Individual,Manual,1,9,1.9
Maruti,8.99,214288,Petrol,Individual,Manual,0,17,0.34
Maruti,9.87,22014,Petrol,Individual,Automatic,0,4,6.22
Honda,15.99,79117,Diesel,Dealer,Automatic,0,9,5.78
Maruti,4.14,123231,Diesel,Dealer,Automatic,3,13,0.26
Hyundai,15.24,136644,Petrol,Individual,Manual,1,13,1.08
Honda,18.59,114715,Diesel,Individual,Manual,0,10,4.47
Skoda,26.75,157700,Petrol,Individual,Automatic,1,18,1.11
Ford,17.5,211133,Diesel,Dealer,Manual,0,17,1.69
Volkswagen,9.18,10175,CNG,Dealer,Manual,0,2,9.44
Mahindra,17.98,105357,Diesel,Dealer,Automatic,1,13,3.08
Hyundai,4.26,94176,Petrol,Individual,Manual,0,13,0.47
Ford,10.1,50023,Petrol,Individual,Automatic,0,5,6.46
Hyundai,17.46,71623,Diesel,Dealer,Manual,1,7,6.64
Nissan,4.69,116190,Diesel,Dealer,Manual,0,10,1.6
Toyota,19.46,30896,Diesel,Dealer,Automatic,0,4,17.02
Hyundai,7.19,21801,Petrol,Individual,Manual,1,4,4.51
Maruti,10.4,187038,Petrol,Dealer,Manual,3,13,0.36
Mahindra,19.79,281540,Petrol,Dealer,Manual,3,21,0.59
Hyundai,8.59,72890,Diesel,Dealer,Manual,0,6,4.69
Maruti,7.03,89626,Diesel,Individual,Automatic,0,9,2.67
Toyota,28.44,107285,Diesel,Individual,Manual,0,11,6.76
Hyundai,17.67,68323,Petrol,Individual,Manual,0,7,6.89
Nissan,12.81,272964,Diesel,Dealer,Manual,1,20,0.38
Skoda,13.95,107825,Diesel,Dealer,Automatic,0,9,5.32
Hyundai,7.27,14053,Diesel,Individual,Automatic,0,3,6.0
Skoda,25.38,118970,Petrol,Dealer,Manual,0,10,5.64
Mahindra,14.08,103865,Diesel,Dealer,Automatic,1,13,2.68
Honda,7.53,500,Petrol,Dealer,Manual,0,2,8.63
Maruti,5.19,37911,Petrol,Individual,Automatic,3,6,1.74
Maruti,11.92,75828,Petrol,Dealer,Manual,0,11,2.46
Maruti,6.19,92502,Diesel,Dealer,Manual,0,11,1.78
Hyundai,10.09,31676,CNG,Dealer,Automatic,1,4,7.71
Maruti,6.01,173245,Diesel,Individual,Manual,0,12,0.84
Hyundai,4.06,101243,Petrol,Dealer,Manual,0,10,0.98
Maruti,9.54,207910,Diesel,Dealer,Manual,0,16,0.97
Maruti,3.8,10578,Petrol,Individual,Manual,0,3,3.15
Renault,7.59,51437,Petrol,Dealer,Manual,0,5,4.95
Ford,27.53,222067,Diesel,Individual,Manual,0,16,2.03
Mahindra,15.96,72789,Petrol,Individual,Automatic,0,7,6.12
Hyundai,10.67,67876,Petrol,Dealer,Manual,0,8,4.06
Chevrolet,5.22,223430,Petrol,Dealer,Manual,0,17,0.34
Renault,8.58,37282,Diesel,Dealer,Automatic,0,5,5.52
Mahindra,7.12,201660,Petrol,Dealer,Automatic,0,15,0.7
Mahindra,8.35,56072,Petrol,Dealer,Manual,0,8,3.17
Hyundai,13.85,44253,Diesel,Individual,Automatic,0,6,7.78
Ford,14.4,68207,Petrol,Dealer,Manual,0,7,5.67
Chevrolet,11.44,67174,Petrol,Dealer,Automatic,1,6,5.48
Maruti,7.32,58015,Diesel,Individual,Manual,3,7,2.24
Maruti,4.07,124121,Petrol,Dealer,Manual,3,10,0.41
Maruti,8.36,151495,Petrol,Dealer,Manual,0,16,0.66
Maruti,10.83,237022,CNG,Dealer,Manual,0,19,0.41
Maruti,5.71,65224,Diesel,Dealer,Automatic,0,8,2.69
Volkswagen,19.17,83264,Petrol,Individual,Manual,3,9,2.06
Nissan,9.72,87584,Petrol,Dealer,Manual,0,9,2.86
Tata,17.86,72836,Petrol,Dealer,Manual,0,8,6.41
Maruti,5.47,104395,Petrol,Individual,Manual,0,8,1.61
Maruti,8.21,14328,Diesel,Individual,Manual,1,3,6.35
Skoda,20.69,227866,Diesel,Individual,Manual,0,15,2.0
Chevrolet,12.53,101005,Diesel,Dealer,Manual,1,9,3.2
Skoda,18.7,342754,Diesel,Dealer,Manual,0,22,0.6
Ford,26.41,229819,Diesel,Dealer,Automatic,1,16,2.11
Maruti,4.07,71955,Diesel,Individual,Automatic,0,6,2.29
Toyota,19.89,152763,Petrol,Dealer,Automatic,0,18,1.32
Nissan,11.25,83387,Petrol,Dealer,Manual,0,11,2.33
Mahindra,19.41,43093,Petrol,Dealer,Automatic,1,6,9.52
Toyota,20.16,300315,Diesel,Individual,Automatic,0,23,0.5
Maruti,11.24,140719,CNG,Dealer,Manual,3,10,0.92
Chevrolet,12.6,21316,Petrol,Dealer,Manual,0,4,9.8
Skoda,23.81,19755,Petrol,Individual,Manual,1,4,14.13
Toyota,32.85,171034,Diesel,Dealer,Manual,1,12,4.9
Honda,9.07,65032,Petrol,Individual,Manual,0,8,2.85
Toyota,24.79,187897,Petrol,Dealer,Manual,0,15,2.17
Maruti,3.58,191077,Diesel,Dealer,Manual,0,16,0.42
Hyundai,4.34,64966,Diesel,Dealer,Manual,0,8,1.59
Hyundai,7.32,91030,Petrol,Dealer,Automatic,0,12,1.56
Hyundai,14.4,36690,Diesel,Dealer,Manual,0,4,12.0
Tata,19.45,89483,Diesel,Dealer,Manual,0,10,6.06
Hyundai,17.75,103945,Petrol,Dealer,Manual,0,10,3.66
Maruti,8.75,297098,Diesel,Dealer,Automatic,1,21,0.24
Mahindra,8.92,19447,Petrol,Dealer,Manual,0,3,7.62
Tata,7.38,3984,Diesel,Dealer,Manual,1,2,8.5
Honda,8.7,207251,Petrol,Dealer,Automatic,0,17,0.56
Maruti,4.58,111915,Petrol,Individual,Manual,0,8,1.36
Honda,8.11,82696,Diesel,Individual,Manual,0,8,3.01
Tata,9.5,88976,Petrol,Individual,Manual,0,7,3.08
Hyundai,12.17,9104,Petrol,Individual,Manual,1,3,8.94
Mahindra,14.75,276817,Diesel,Dealer,Automatic,0,20,1.03
Honda,15.51,314289,Petrol,Dealer,Automatic,0,19,0.5
Maruti,10.6,119434,Diesel,Individual,Automatic,1,13,1.29
Volkswagen,6.48,207838,CNG,Individual,Manual,1,14,0.29
Audi,36.19,165784,Diesel,Individual,Automatic,0,20,2.17
Nissan,5.54,233278,Petrol,Individual,Manual,3,22,0.18
Tata,19.57,67205,Diesel,Dealer,Manual,0,8,9.24
Maruti,8.73,166732,Diesel,Dealer,Manual,0,20,0.64
Maruti,8.97,68136,Petrol,Individual,Manual,0,7,3.32
Hyundai,7.0,73455,Petrol,Individual,Manual,1,7,2.43
Maruti,4.49,236263,Diesel,Dealer,Manual,0,19,0.29
Volkswagen,16.4,167715,Diesel,Dealer,Manual,0,13,3.3
Toyota,11.51,115037,Petrol,Dealer,Manual,0,13,1.71
Honda,15.64,96566,Petrol,Dealer,Manual,1,7,5.03
BMW,29.15,206474,Petrol,Individual,Automatic,1,18,0.85
Hyundai,9.15,27296,Petrol,Dealer,Manual,0,4,6.39
Hyundai,14.3,8179,Petrol,Dealer,Manual,3,3,10.83
Hyundai,16.99,2603,Petrol,Dealer,Automatic,3,2,16.76
Tata,20.53,151891,Diesel,Individual,Manual,0,14,2.32
Maruti,5.76,12134,Petrol,Dealer,Manual,1,3,4.73
Audi,41.44,162932,Diesel,Dealer,Automatic,0,11,10.03
Honda,17.03,249920,Diesel,Dealer,Manual,3,17,0.52
Toyota,26.63,103272,Petrol,Dealer,Manual,1,12,3.3
Toyota,6.73,145585,Diesel,Individual,Manual,1,13,0.62
Honda,12.86,21572,CNG,Dealer,Manual,1,3,9.83
Toyota,22.81,203158,Diesel,Dealer,Automatic,0,13,4.69
Maruti,6.99,34699,Petrol,Dealer,Manual,0,5,4.29
Toyota,24.86,89844,Petrol,Dealer,Manual,0,12,4.68
Maruti,10.76,28839,Petrol,Dealer,Manual,0,4,7.37
Hyundai,4.12,1144,Petrol,Dealer,Manual,0,2,4.11
Hyundai,15.4,1223,CNG,Dealer,Automatic,1,2,14.89
Mercedes-Benz,50.66,59902,Petrol,Individual,Automatic,0,8,17.73
Hyundai,17.19,17733,Petrol,Dealer,Manual,0,3,17.45
Hyundai,11.02,59023,Petrol,Dealer,Manual,0,9,3.67
Maruti,3.66,139970,Petrol,Dealer,Manual,0,11,0.75
Toyota,11.07,104732,Petrol,Dealer,Automatic,0,9,3.54
Mahindra,7.87,169361,Diesel,Dealer,Manual,0,13,1.52
Maruti,6.2,500,Petrol,Individual,Automatic,0,2,6.63
Nissan,13.08,95776,Diesel,Individual,Automatic,1,8,3.98
Mahindra,14.15,95902,Diesel,Individual,Automatic,1,8,3.89
Chevrolet,12.19,151457,Petrol,Individual,Manual,0,15,0.98
Renault,10.25,246741,Petrol,Individual,Automatic,0,17,0.53
Maruti,10.67,500,Petrol,Individual,Manual,0,2,10.75
Hyundai,13.73,62179,Petrol,Individual,Automatic,0,7,4.96
Renault,10.71,37788,Petrol,Dealer,Automatic,0,6,6.07
Maruti,5.1,28801,Petrol,Dealer,Manual,0,5,3.27
